Now printing unsorted
16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 15, 14, 12, 13, 11, 10, 9, 8, 7, 6, 4, 5, 3, 2, 1, 
15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 14, 12, 13, 11, 10, 9, 8, 7, 6, 4, 5, 3, 2, 1, 
14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 12, 13, 11, 10, 9, 8, 7, 6, 4, 5, 3, 2, 1, 
12, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 13, 11, 10, 9, 8, 7, 6, 4, 5, 3, 2, 1, 
12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 11, 10, 9, 8, 7, 6, 4, 5, 3, 2, 1, 
11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 10, 9, 8, 7, 6, 4, 5, 3, 2, 1, 
10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 9, 8, 7, 6, 4, 5, 3, 2, 1, 
9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 8, 7, 6, 4, 5, 3, 2, 1, 
8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 7, 6, 4, 5, 3, 2, 1, 
7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 6, 4, 5, 3, 2, 1, 
6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 4, 5, 3, 2, 1, 
4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 5, 3, 2, 1, 
4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 3, 2, 1, 
3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 2, 1, 
2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 1, 
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 
Now sorting with quick sort:
1, 31, 30, 29, 28, 27, 25, 26, 24, 23, 22, 21, 20, 19, 27, 18, 16, 15, 14, 12, 13, 11, 10, 9, 8, 7, 6, 4, 5, 3, 2, 32, 
1, 2, 30, 29, 28, 27, 25, 26, 24, 23, 22, 21, 20, 19, 27, 18, 16, 15, 14, 12, 13, 11, 10, 9, 8, 7, 6, 4, 5, 3, 31, 32, 
1, 2, 3, 29, 28, 27, 25, 26, 24, 23, 22, 21, 20, 19, 27, 18, 16, 15, 14, 12, 13, 11, 10, 9, 8, 7, 6, 4, 5, 30, 31, 32, 
1, 2, 3, 5, 28, 27, 25, 26, 24, 23, 22, 21, 20, 19, 27, 18, 16, 15, 14, 12, 13, 11, 10, 9, 8, 7, 6, 4, 29, 30, 31, 32, 
1, 2, 3, 5, 4, 27, 25, 26, 24, 23, 22, 21, 20, 19, 27, 18, 16, 15, 14, 12, 13, 11, 10, 9, 8, 7, 6, 28, 29, 30, 31, 32, 
1, 2, 3, 5, 4, 6, 25, 26, 24, 23, 22, 21, 20, 19, 27, 18, 16, 15, 14, 12, 13, 11, 10, 9, 8, 7, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 5, 4, 6, 7, 26, 24, 23, 22, 21, 20, 19, 27, 18, 16, 15, 14, 12, 13, 11, 10, 9, 8, 25, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 5, 4, 6, 7, 8, 24, 23, 22, 21, 20, 19, 27, 18, 16, 15, 14, 12, 13, 11, 10, 9, 26, 25, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 5, 4, 6, 7, 8, 9, 23, 22, 21, 20, 19, 27, 18, 16, 15, 14, 12, 13, 11, 10, 24, 26, 25, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 5, 4, 6, 7, 8, 9, 10, 22, 21, 20, 19, 27, 18, 16, 15, 14, 12, 13, 11, 23, 24, 26, 25, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 5, 4, 6, 7, 8, 9, 10, 11, 21, 20, 19, 27, 18, 16, 15, 14, 12, 13, 22, 23, 24, 26, 25, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 5, 4, 6, 7, 8, 9, 10, 11, 13, 20, 19, 27, 18, 16, 15, 14, 12, 21, 22, 23, 24, 26, 25, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 5, 4, 6, 7, 8, 9, 10, 11, 13, 12, 19, 27, 18, 16, 15, 14, 20, 21, 22, 23, 24, 26, 25, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 5, 4, 6, 7, 8, 9, 10, 11, 13, 12, 14, 27, 18, 16, 15, 19, 20, 21, 22, 23, 24, 26, 25, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 5, 4, 6, 7, 8, 9, 10, 11, 13, 12, 14, 15, 18, 16, 27, 19, 20, 21, 22, 23, 24, 26, 25, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 5, 4, 6, 7, 8, 9, 10, 11, 13, 12, 14, 15, 16, 18, 27, 19, 20, 21, 22, 23, 24, 26, 25, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 5, 4, 6, 7, 8, 9, 10, 11, 13, 12, 14, 15, 16, 18, 27, 19, 20, 21, 22, 23, 24, 26, 25, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 12, 14, 15, 16, 18, 27, 19, 20, 21, 22, 23, 24, 26, 25, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 12, 14, 15, 16, 18, 27, 19, 20, 21, 22, 23, 24, 26, 25, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 12, 14, 15, 16, 18, 27, 19, 20, 21, 22, 23, 24, 26, 25, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 12, 14, 15, 16, 18, 27, 19, 20, 21, 22, 23, 24, 26, 25, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 27, 19, 20, 21, 22, 23, 24, 26, 25, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 27, 19, 20, 21, 22, 23, 24, 26, 25, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 27, 19, 20, 21, 22, 23, 24, 26, 25, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 27, 19, 20, 21, 22, 23, 24, 26, 25, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 27, 19, 20, 21, 22, 23, 24, 26, 25, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 24, 19, 20, 21, 22, 23, 27, 26, 25, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 20, 19, 24, 21, 22, 23, 27, 26, 25, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 24, 21, 22, 23, 27, 26, 25, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 24, 21, 22, 23, 27, 26, 25, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 24, 22, 23, 27, 26, 25, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 24, 23, 27, 26, 25, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 27, 26, 25, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 27, 26, 25, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 
Now sorting with merge sort:
31, 32, 30, 29, 28, 27, 25, 26, 24, 23, 22, 21, 20, 19, 27, 18, 16, 15, 14, 12, 13, 11, 10, 9, 8, 7, 6, 4, 5, 3, 2, 1, 
31, 32, 29, 30, 28, 27, 25, 26, 24, 23, 22, 21, 20, 19, 27, 18, 16, 15, 14, 12, 13, 11, 10, 9, 8, 7, 6, 4, 5, 3, 2, 1, 
29, 30, 31, 32, 28, 27, 25, 26, 24, 23, 22, 21, 20, 19, 27, 18, 16, 15, 14, 12, 13, 11, 10, 9, 8, 7, 6, 4, 5, 3, 2, 1, 
29, 30, 31, 32, 27, 28, 25, 26, 24, 23, 22, 21, 20, 19, 27, 18, 16, 15, 14, 12, 13, 11, 10, 9, 8, 7, 6, 4, 5, 3, 2, 1, 
29, 30, 31, 32, 27, 28, 25, 26, 24, 23, 22, 21, 20, 19, 27, 18, 16, 15, 14, 12, 13, 11, 10, 9, 8, 7, 6, 4, 5, 3, 2, 1, 
29, 30, 31, 32, 25, 26, 27, 28, 24, 23, 22, 21, 20, 19, 27, 18, 16, 15, 14, 12, 13, 11, 10, 9, 8, 7, 6, 4, 5, 3, 2, 1, 
25, 26, 27, 28, 29, 30, 31, 32, 24, 23, 22, 21, 20, 19, 27, 18, 16, 15, 14, 12, 13, 11, 10, 9, 8, 7, 6, 4, 5, 3, 2, 1, 
25, 26, 27, 28, 29, 30, 31, 32, 23, 24, 22, 21, 20, 19, 27, 18, 16, 15, 14, 12, 13, 11, 10, 9, 8, 7, 6, 4, 5, 3, 2, 1, 
25, 26, 27, 28, 29, 30, 31, 32, 23, 24, 21, 22, 20, 19, 27, 18, 16, 15, 14, 12, 13, 11, 10, 9, 8, 7, 6, 4, 5, 3, 2, 1, 
25, 26, 27, 28, 29, 30, 31, 32, 21, 22, 23, 24, 20, 19, 27, 18, 16, 15, 14, 12, 13, 11, 10, 9, 8, 7, 6, 4, 5, 3, 2, 1, 
25, 26, 27, 28, 29, 30, 31, 32, 21, 22, 23, 24, 19, 20, 27, 18, 16, 15, 14, 12, 13, 11, 10, 9, 8, 7, 6, 4, 5, 3, 2, 1, 
25, 26, 27, 28, 29, 30, 31, 32, 21, 22, 23, 24, 19, 20, 18, 27, 16, 15, 14, 12, 13, 11, 10, 9, 8, 7, 6, 4, 5, 3, 2, 1, 
25, 26, 27, 28, 29, 30, 31, 32, 21, 22, 23, 24, 18, 19, 20, 27, 16, 15, 14, 12, 13, 11, 10, 9, 8, 7, 6, 4, 5, 3, 2, 1, 
25, 26, 27, 28, 29, 30, 31, 32, 18, 19, 20, 21, 22, 23, 24, 27, 16, 15, 14, 12, 13, 11, 10, 9, 8, 7, 6, 4, 5, 3, 2, 1, 
18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 16, 15, 14, 12, 13, 11, 10, 9, 8, 7, 6, 4, 5, 3, 2, 1, 
18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 15, 16, 14, 12, 13, 11, 10, 9, 8, 7, 6, 4, 5, 3, 2, 1, 
18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 15, 16, 12, 14, 13, 11, 10, 9, 8, 7, 6, 4, 5, 3, 2, 1, 
18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 12, 14, 15, 16, 13, 11, 10, 9, 8, 7, 6, 4, 5, 3, 2, 1, 
18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 12, 14, 15, 16, 11, 13, 10, 9, 8, 7, 6, 4, 5, 3, 2, 1, 
18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 12, 14, 15, 16, 11, 13, 9, 10, 8, 7, 6, 4, 5, 3, 2, 1, 
18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 12, 14, 15, 16, 9, 10, 11, 13, 8, 7, 6, 4, 5, 3, 2, 1, 
18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 9, 10, 11, 12, 13, 14, 15, 16, 8, 7, 6, 4, 5, 3, 2, 1, 
18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 9, 10, 11, 12, 13, 14, 15, 16, 7, 8, 6, 4, 5, 3, 2, 1, 
18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 9, 10, 11, 12, 13, 14, 15, 16, 7, 8, 4, 6, 5, 3, 2, 1, 
18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 9, 10, 11, 12, 13, 14, 15, 16, 4, 6, 7, 8, 5, 3, 2, 1, 
18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 9, 10, 11, 12, 13, 14, 15, 16, 4, 6, 7, 8, 3, 5, 2, 1, 
18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 9, 10, 11, 12, 13, 14, 15, 16, 4, 6, 7, 8, 3, 5, 1, 2, 
18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 9, 10, 11, 12, 13, 14, 15, 16, 4, 6, 7, 8, 1, 2, 3, 5, 
18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 9, 10, 11, 12, 13, 14, 15, 16, 1, 2, 3, 4, 5, 6, 7, 8, 
18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 27, 28, 29, 30, 31, 32, 
